session_day,session_date,session_start_time,session_end_time,session_duration,session_chair,session_room,session_type,session_speakers,session_id,session_title,session_topic,paper_title,paper_authors,paper_presenter,paper_start_time,paper_end_time
Tuesday,12/16/25,09:00,10:30,1h 30m,,,session,,1C,Session 1C,Industry Security,VoiceShield: Real-Time Speech Protection with Preserved Machine Recognizability,Jeeeun Park; Soona Lee; Yeonhee Kim; Gyurim Kim; Jongkil Kim,Jeeeun Park,09:00,09:18
Tuesday,12/16/25,09:00,10:30,1h 30m,,,session,,1C,Session 1C,Industry Security,Preliminary Visualization of Outdoor Video Content Using Principal Component Analysis,Kaoru Sugita,,09:18,09:36
Tuesday,12/16/25,09:00,10:30,1h 30m,,,session,,1C,Session 1C,Industry Security,From Cookie and Passport.js to JWT: Secure and Scalable Web Authentication,Cheng-Yuan Ho; Yi-Shiuan Lin; Yi-Jhen Li; Meng-Syuan Tsai; Li-Sheng Wei; Tai-Ju Yang,,09:36,09:54
Tuesday,12/16/25,09:00,10:30,1h 30m,,,session,,1C,Session 1C,Industry Security,Analysis of a Cybersecurity Training Curriculum for Nuclear Facilities and Suggestions for Improvement,Sooyon Seo; Dongmin Kim; Damin Kim; Jae-Jun Han; Junghyun Na; Hyun-Kyung Lee; Aram Kim; Moohong Min,,09:54,10:12
Tuesday,12/16/25,09:00,10:30,1h 30m,,,session,,1C,Session 1C,Industry Security,Adaptive Privacy-Preserving Framework for Network Traffic Anomaly Detection,Yu-ran Jeon; Seungha Jee; Su-Kyoung Kim; Il-Gu Lee,Yu-ran Jeon,10:12,10:30
Tuesday,12/16/25,10:30,10:45,15m,,,break,,,Break,Break (15M),,,,,
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2A,Session 2A,IoT Security,3D5G-O: DDoS Detection and Defense System of 5G on O-RAN,Fang-Yie Leu; Kun-Lin Tsai; Shih-Ting Chiu; Shih-Yun Huang; Heru Susanto,,10:45,11:03
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2A,Session 2A,IoT Security,Field Validation of Multiple IoT Sensors for Detecting Geographical Phenomena in an Early Warning System for Heavy Rainfall,Noriki Uchida; Tomoyuki Ishida; Yoshitaka Shibata,,11:03,11:21
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2A,Session 2A,IoT Security,IWOA-LightGBM: Hyperparameter Optimization for Sensor Data Anomaly Detection,Rong Huang; Qiqiang Wu; Mingwei Yang; Yanhua Liu; Baokang Zhao,,11:21,11:39
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2A,Session 2A,IoT Security,The Effect of Increased Dimensionality on Detecting Malicious IoMT Network Traffic,Jayden Alonzo-Estrada; Anthony Mora; Abraham Avila; Ram Basnet,Jayden Alonzo-Estrada,11:39,12:00
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2B,Session 2B,Advanced Cryptography,An Efficient Revocable Attribute-based Encryption Scheme Supporting Data Integrity,Yue Zhang; Meijuan Huang; Bo Yang; Haijun Liu,,10:45,11:03
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2B,Session 2B,Advanced Cryptography,Deniable Kyber: A Post-Quantum Deniable KEM Scheme,Shih-Ming Sun; Po-Wen Chi,,11:03,11:21
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2B,Session 2B,Advanced Cryptography,Multi-Keyword Searchable Identity-Based Proxy Re-Encryption with Validity Period Control from Lattices,Er-Shuo Zhuang; Kai-Him Lam; Ming-Feng Tsai; Wei-Cheng Hung; Chun-I Fan,,11:21,11:39
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2B,Session 2B,Advanced Cryptography,Multi-Authority Attribute-Based Multi-Keyword Searchable Encryption with Dynamic Membership from Lattices,Er-Shuo Zhuang; Wei-Lin Lai; Xu-Zhi Li; Chun-I Fan,,11:39,12:00
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2C,Session 2C,Network Threat Detection,An LLM-Based Method for the Analysis of Multiple Network Behaviors,Sinuo Zhang; Aoran Huang; Huachun Zhou,,10:45,11:03
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2C,Session 2C,Network Threat Detection,Autoencoder-Based Multi-Classification for TCP Attack Detection in Private 5G Network,Jinha Kim; Seung Joon Na; Nakyung Lee; Hwankuk Kim,Jinha Kim,11:03,11:21
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2C,Session 2C,Network Threat Detection,Impact of Data Extraction Methods on Pseudo-Label Quality in Malicious Behavior Detection of Encrypted Network Traffic,Chaeeun Won; Yeasul Kim; Hwankuk Kim,,11:21,11:39
Tuesday,12/16/25,10:45,12:00,1h 15m,,,session,,2C,Session 2C,Network Threat Detection,A Cross-Modal Deep Learning Framework for Joint Semantic and Structural Threat Detection in Provenance Graphs,Seong-Su Yoon; Hui-Seok Yang; Ieck-Chae Euom; Dong-Hyuk Shin,,11:39,12:00
Tuesday,12/16/25,12:00,13:40,1h 40m,,,lunch,,,Lunch,Lunch - Complement of MobiSec conference,,,,,
Tuesday,12/16/25,13:40,14:00,20m,,,session,,3,Session 3,Opening Ceremony,,,,13:40,14:00
Tuesday,12/16/25,14:00,15:00,1h,,,session,Prof. Yongdae Kim,4,Session 4,Keynote,Cellular Metasploit: A Penetration Testing Framework for Cellular Networks,,,14:00,15:00
Tuesday,12/16/25,15:00,15:15,15m,,,break,,,Break,Break (15M),,,,,
Tuesday,12/16/25,15:15,16:15,1h,,,session,Prof. Christian Esposito,5,Session 5,Keynote,Quantum Technologies for Anomaly Detection in Future Networks,,,15:15,16:15
Tuesday,12/16/25,16:15,16:30,15m,,,break,,,Break,Break (15M),,,,,
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6A,Session 6A,Quantum/Post-Quantum Security,Hybrid Quantum Key Distribution and Post-Quantum Cryptography for Secure 5G-AKA Authentication with Forward Secrecy,Wibby Aldryani Astuti Praditasari; Hyejin Yoon; Hyeongyeop Kim; Okyeon Yi,Wibby Aldryani Astuti Praditasari,16:30,16:48
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6A,Session 6A,Quantum/Post-Quantum Security,Known IV attack on PANAMA Stream Cipher using Grover's Algorithm,Rajeswari S; Kunwar Singh; Sankaranarayanan R,Rajeswari S,16:48,17:06
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6A,Session 6A,Quantum/Post-Quantum Security,Isogeny-based KEMs for TLS 1.3: A Comparative Study of CSIDH/PEGASIS and POKÉ,Hyungrok Jo; Shunsuke Toyoda; Junji Shikata,Hyungrok Jo,17:06,17:24
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6A,Session 6A,Quantum/Post-Quantum Security,Quantum-Enhanced Detection Mechanisms for Mobile Network Security,Antonio Baggiano; Franco Cirillo; Christian Esposito,,17:24,17:42
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6A,Session 6A,Quantum/Post-Quantum Security,Multivariate Quadratic Signatures in the NIST Process: A Survey and Comparative Analysis,Jian Zhang; Seong-Min Cho; Seung-Hyun Seo,Jian Zhang,17:42,18:00
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6B,Session 6B,Key Exchange & Management System,Key management mechanism with non-stored and user authentication-based key recovery,Su Jin Shin; Siwan Noh; Kyung-Hyune Rhee; Sang Uk Shin,Su Jin Shin,16:30,16:48
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6B,Session 6B,Key Exchange & Management System,Lightweight Time-Indexed Secure Communication Protocol with Dual-Layer Defense for UAV Swarm Networks,Kun-Lin Tsai; Guo-Wei Wang; Fang-Yie Leu; Chao-Tung Yang,,16:48,17:06
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6B,Session 6B,Key Exchange & Management System,Privacy-Preserving Zero Trust Network Access Control System Using Chameleon Hash Functions and Fully Homomorphic Encryption,Ankita Jagadish; Hideaki Miyaji; Noriaki Kamiyama,Hideaki Miyaji,17:06,17:24
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6B,Session 6B,Key Exchange & Management System,A Scripting Language for Security Patching in Open RAN,Dong Hyeok Kim; Jinseo Lee; Min Suk Kang,,17:24,17:42
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6B,Session 6B,Key Exchange & Management System,An Anomaly Detection Using Multi-Modal Datasets in Industrial Control Systems,Yunsung Kim; Gyeongdeok An; Jongbae Hwang; Jaecheol Ha,Yunsung Kim,17:42,18:00
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6C,Session 6C,Blockchain/Distributed Trust,IoMT-Driven Emergency Data Access for Unidentified and Unconscious Patients in Road Accidents Leveraging Privacy-Preserving Blockchain Protocols and Cryptographic Primitives,V Maruthi; Kunwar Singh; Sk Karthika,V Maruthi,16:30,16:48
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6C,Session 6C,Blockchain/Distributed Trust,ZKR-TEE: A Zero-Knowledge Rollup Framework in Trusted Execution Environments,Gianni Canavero; Gaurav Choudhary; Nicola Dragoni,,16:48,17:06
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6C,Session 6C,Blockchain/Distributed Trust,Circuit Normalization Bottlenecks in Trivial Zero-Knowledge Decision Tree Evaluation,Kai-Che Shih; Tzu-Yu Fan Chiang; Wen-Chi Lai; Tzu-Chen Huang; Chen-Hao Kao; Yu-Chi Chen; Wei-Chung Teng,,17:06,17:24
Tuesday,12/16/25,16:30,18:00,1h 30m,,,session,,6C,Session 6C,Blockchain/Distributed Trust,HEPFS: Homomorphic Encryption-based Privacy Forwarding Scheme for Efficient Ciphertext-Domain Routing,Jianbang Chen; Yizhong Hu; Jianfeng Guan,,17:24,17:42
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7A,Session 7A,6G and Next Generation Network Security 1,Reconstruction attack on Wi-Fi sensing obfuscation,Chae-Yeon Park; So-Eun Jeon; Il-Gu Lee,,09:00,09:18
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7A,Session 7A,6G and Next Generation Network Security 1,Service-level Threat Scenarios and Resilience Approaches in Private 5G Networks,Seungjoon Na; Jinha Kim; Hwankuk Kim,Seungjoon Na,09:18,09:36
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7A,Session 7A,6G and Next Generation Network Security 1,Toward Agentic AI in 6G Security: Specialized Small Language Model for False Base Station Detection,I Wayan Adi Juliawan Pawana; Vincent Abella; Hoseok Kwon; Bonam Kim; Ilsun You,,09:36,09:54
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7A,Session 7A,6G and Next Generation Network Security 1,Cooperative Global Detection with Dynamic Multi-Link Recovery for Jamming Resilience of Internet of Things,Min-Ji Cho; So-Eun Jeon; Il-Gu Lee,,09:54,10:12
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7A,Session 7A,6G and Next Generation Network Security 1,Semantic Relations Analysis of Safety and Security Requirements in Industrial Control Systems using Natural Language Inference,Joon-Seok Kim; Ka-Kyung Kim; Ieck-Chae Euom,,10:12,10:30
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7B,Session 7B,AI-driven Security 2,VulnRemediate AI : An Integrated Framework for Semantic Vulnerability Detection and Generative Remediation,Pranta Mazumder; Tanjim Mahmud; Karl Andersson; Mohammad Shahadat Hossain,,09:00,09:18
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7B,Session 7B,AI-driven Security 2,Embedding Semantic Backdoors into Anomaly Detection Models in Industrial Control Systems,Ka-Kyung Kim; Joon-Seok Kim; Ieck-Chae Euom,,09:18,09:36
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7B,Session 7B,AI-driven Security 2,Design and Implementation of an AI-based IDS xApp for Open RAN,Hyeonsoo Yu; Suhyeon Lee; Hwankuk Kim,Hyeonsoo Yu,09:36,09:54
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7B,Session 7B,AI-driven Security 2,Implementing an Image-based Intruder Detection System using YOLOtalk,Yun-Wei Lin; Min-Tong Lin,Yun-Wei Lin,09:54,10:12
Wednesday,12/17/25,09:00,10:30,1h 30m,,,session,,7B,Session 7B,AI-driven Security 2,Security Evaluation Frameworks for AI Agents: A Comparative Analysis and Future Directions,Seong Bean Park; Hyun Min Song,,10:12,10:30
Wednesday,12/17/25,09:00,10:30,1h 30m,,,workshop,,7C,Session 7C,2025 Mobisec Workshop 1,Toward Quantum-Resilient eSIM Provisioning: Integrating ML-KEM and OQS-TLS into Consumer RSP,Jhury Kevin Lastre; Hoseok Kwon; Bonam Kim; Ilsun You,Jhury Kevin Lastre,09:00,09:18
Wednesday,12/17/25,09:00,10:30,1h 30m,,,workshop,,7C,Session 7C,2025 Mobisec Workshop 1,Formal Verification of the PRINS: Secure Application Layer Protection for 5G Roaming,Tae Ho Won; Bonam Kim; Ilsun You,Tae Ho Won,09:18,09:36
Wednesday,12/17/25,09:00,10:30,1h 30m,,,workshop,,7C,Session 7C,2025 Mobisec Workshop 1,Adaptive Circuit Breaker Configuration for Transition from Istio Sidecar to Ambient Mode,Jiwon Yoo; Seoyeon Kang; Kahyun Kim; Hyeyeon Hyeon; Seongmin Kim,,09:36,09:54
Wednesday,12/17/25,09:00,10:30,1h 30m,,,workshop,,7C,Session 7C,2025 Mobisec Workshop 1,Prompt-Conditioned Scene Reconstruction based on Stable Diffusion for Investigative Hypothesis Testing,Jeong-Hwa Ryu; Da-Hyung Kim; Su-bin Lee; Seongmin Kim,,09:54,10:12
Wednesday,12/17/25,09:00,10:30,1h 30m,,,workshop,,7C,Session 7C,2025 Mobisec Workshop 1,A Prefetch-based LLM System Using Response Reuse,Yeonju Han; Sohyun Park; Ilgu Lee,,10:12,10:30
Wednesday,12/17/25,10:30,10:45,15m,,,break,,,Break,Break (15M),,,,,
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8A,Session 8A,6G and Next Generation Network Security 2,Slicing and Filtering security orchestration for cyberattacks mitigation in 5G/6G networks,Diego Sánchez García; Pablo Benlloch-Caballero; Jorge Bernal Bernabe; Jose Maria Alcaraz Calero; Alejandro Molina Zarca; Antonio Fernando Skarmeta Gómez,Diego Sánchez García,10:45,11:03
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8A,Session 8A,6G and Next Generation Network Security 2,Deriving Security Controls through Verification on Open-Source 5G Testbeds,Toshiro Sawamoto; Yutaro Osako; Mio Suzuki; Takahiro Kasama; Koji Nakao,Toshiro Sawamoto,11:03,11:21
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8A,Session 8A,6G and Next Generation Network Security 2,Private 5G Security Assessment Framework: Development and Validation from Testbed to Operational Network,Jieon Oh; Youngjae Kim; Bonam Kim; Ilsun You,,11:21,11:39
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8A,Session 8A,6G and Next Generation Network Security 2,XDP-FlowOpt: Lightweight Flow Optimization for 5G Private Networks,Yongyoon Shin; Jonghoon Lee; Mikyong Han; Hoonki Lee; Nohsam Park; Jungtae Kim; Jonggeun Park,Yongyoon Shin,11:39,12:00
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8B,Session 8B,(Special Session) Formal Verification 1,First-Order Theories for Secure Protocol Proofs: From Indistinguishability to Overwhelming Truth,Gergei Bana,,10:45,11:15
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8B,Session 8B,(Special Session) Formal Verification 1,Toward Formal Analysis of the IVXV Voting Protocol using Computationally Complete Symbolic Attacker,Hideki Sakurada,,11:15,11:33
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8B,Session 8B,(Special Session) Formal Verification 1,Symbolic Formalization of PoW Integrity in Blockchain,Kengo Matsui; Shigeki Hagihara,,11:33,11:51
Wednesday,12/17/25,10:45,12:00,1h 15m,,,session,,8B,Session 8B,(Special Session) Formal Verification 1,A PBFT-Based Consensus Approach for Secure ENC Update Protocol,Seungbin Lee; Soowang Lee; Jiyoon Kim,Seungbin Lee,11:51,12:00
Wednesday,12/17/25,10:45,12:00,1h 15m,,,workshop,,8C,Session 8C,2025 Mobisec Workshop 2,Information Leakage Attacks Using Multi Modulation on Air-Gapped Systems,Ye-Rim Jeong; Yeon-Jin Kim; Il-Gu Lee,Ye-Rim Jeong,10:45,11:03
Wednesday,12/17/25,10:45,12:00,1h 15m,,,workshop,,8C,Session 8C,2025 Mobisec Workshop 2,Deepfake Dataset Privacy: A Comprehensive Survey and Framework for Safer Sharing,Ayoung Jeon; Yu-ran Jeon; Il-Gu Lee,,11:03,11:21
Wednesday,12/17/25,10:45,12:00,1h 15m,,,workshop,,8C,Session 8C,2025 Mobisec Workshop 2,Energy-Efficient Deep Q-Learning Framework for Federated-Inspired Cooperative Control in Overlapping Wi-Fi Networks,Jin-Min Lee; Hye-Yeon Shim; Il-Gu Lee,Jin-Min Lee,11:21,11:39
Wednesday,12/17/25,12:00,13:30,1h 30m,,,lunch,,,Lunch,Lunch - Complement of MobiSec conference,,,,,
Wednesday,12/17/25,13:30,14:30,1h,,,session,Prof. Junji Shikata,9,Session 9,Keynote,Post-Quantum Advanced Cryptography and its Application to B5G,,,13:30,14:30
Wednesday,12/17/25,14:30,15:00,30m,,,break,,,Break,Break (30M),,,,,
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10A,Session 10A,Air & Space Security,A Comparative Analysis of Cyber Attacks against Satellite Internet,Seungjin Baek; Hocheol Nam; Min Suk Kang,Seungjin Baek,15:00,15:18
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10A,Session 10A,Air & Space Security,Intelligent Orchestration Method for Cybersecurity Services in Satellite-Terrestrial Integrated Network,Wangjian Zhou; Xiaojing Fan; Huachun Zhou,,15:18,15:36
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10A,Session 10A,Air & Space Security,Machine Learning-Based Power Allocation for Covert Communication in LEO-UAV Cooperative Networks,Minjeong Kang; Jung Hoon Lee; Il-Gu Lee,,15:36,15:54
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10A,Session 10A,Air & Space Security,Secure Satellite Communication Using Shamir's Secret Sharing-Based Frequency Hopping Technique,Kim Su-Kyoung; Kim So-Yeon; Lee Il-Gu,Kim Su-Kyoung,15:54,16:15
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10B,Session 10B,(Special Session) Formal Verification 2,UE-Guard: Formal Specification-Based Cellular Attack Detection of False Base Stations and Attacks on UE,Vincent Abella; Philip Virgil Astillo; I Wayan Adi Juliawan Pawana; Ilsun You,,15:00,15:18
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10B,Session 10B,(Special Session) Formal Verification 2,A Hybrid EDHOC Protocol,Seonghan Shin; Adi Panca Saputra Iskandar; Yongho Ko; Ilsun You,,15:18,15:36
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10B,Session 10B,(Special Session) Formal Verification 2,Unified Formal Verification of Security Requirements in the TLS Family,Yongho Ko; Ilsun You; Hoseok Kwon,,15:36,15:54
Wednesday,12/17/25,15:00,16:15,1h 15m,,,session,,10B,Session 10B,(Special Session) Formal Verification 2,A Scneario Generation for Model-based Testing of TLS using Maude Strategy,Jaehun Lee; Kyungmin Bae,,15:54,16:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Analyzing Temporal Effects of Cumulative Malicious User Injections in Sequential Recommendation,Minje Kim; Sang-Min Choi,Minje Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,TLSVerifier: An Automated TLS software Verification Tool Using Model-Based Testing,Jaedeok Lim; Minsuk Choi,Jaedeok Lim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Detection Framework for Identity Protection in Cloud-Based 5G Core Networks,Mirae Kim; Mijin Shin; Hyunji Lee; Seongmin Kim,Mirae Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Multi-Agent Framework for Autonomous Generation and Validation of IaC and PaC,Jueun Son; Jeongeun Ryu; Seongmin Kim,Jueun Son,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Open-Source Software Supply Chain Attacks: Workflow and Recent Cases,Yejun Lee; Hyo Jin Jo,Yejun Lee,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Rate-Distortion Framework for Compressing User Interaction Sequences with Adaptive Preference Disentanglement,Wooseung Kang; Sang-Min Choi,Wooseung Kang,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,An Analysis of Gemini on the Malicious Use of Generative AI for Email Phishing and Malware Creation,Jaebin Lee; Minjung Yoo; Seunghyun Park; Seongmin Kim,Jaebin Lee,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Explainable Adversarial-Robust Vision-Language-Action Model for Robotic Manipulation,Ju-Yong Kim; Ji-Hong Park; Myeongjun Kim; Gun-Woo Kim,Ju-Yong Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Adaptive Circuit Breaker Thresholds in Istio: Comparative Analysis of Sidecar and Ambient Modes,Seoyeon Kang; Jiwon Yoo; Kahyun Kim; Hyeyeon Hyeon; Seongmin Kim,Seoyeon Kang,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Fortifying Federated Learning: Advanced Mitigation Strategy for Data Poisoning Attacks,Ming-Feng Tsai; Tao Ban; Takeshi Takahashi; Tomohiro Morikawa; Chun-I Fan,Ming-Feng Tsai,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Forensic Analysis of Data Leakage Indicators in Mobile Gemini User Content Interactions,Yewon Kim; Minjung Yoo; Seunghyun Park; Seongmin Kim,Yewon Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Automated Allowed-Only Detection Scenario Based on AWS CloudTrail and Athena,Yeeun Shin; Sunwoo Kwon; Soo-Min Nam; Seongmin Kim,Yeeun Shin,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Dynamic Privilege Validation in AWS Environments via CloudTrail-Athena Analysis,Soo-Min Nam; Sun-Woo Kwon; Ye-Eun Shin; Seongmin Kim,Soo-Min Nam,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,"A Survey of MCP Environments: Threats, Vulnerabilities, and Evaluations",Hyungbeom Jang; Hyojin Jo,Hyungbeom Jang,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Spike-Aware Local Music Recommendation: Detecting Event-Driven Anomalies for Secure Streaming,Tae-Han Kim; Sang-Min Choi,Tae-Han Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Training-to-Runtime Supply Chain Attacks on AI Agents,Ilhwan Ha; Suwon Lee,Ilhwan Ha,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,OpticalFBP: A Deep Optical Imaging Model for Privacy-Protective Facial Beauty Prediction,Jiho Bae; Minjae Lee; Suwon Lee,Jiho Bae,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,A Realistic Multi-Modal Attack for LiDAR Systems,Minjae Lee; Jiho Bae; Ungsik Kim; Suwon Lee,Minjae Lee,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,CPU-Based Optimizations Do Not Transfer to CUDA k-Means under Homomorphic Encryption,Ungsik Kim; Suwon Lee,Ungsik Kim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,LLM-based Detection Framework of Memory Vulnerabilities in Stripped Binaries,Youngho Choi; Geumhwan Cho; Dooho Choi,Youngho Choi,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,An Optimization Algorithm for Medical Tabular Data Analysis Using Machine Learning and Deep Learning,So-Hee Lim; Yu-Jin Ha; Jong-Chan Park; Gun-Woo Kim,So-Hee Lim,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Structure-Aware NGAP Fuzzer Design for Procedural and State Anomaly Analysis,Nakyung Lee; Youngseo Nam; Jinha Kim; Hwankuk Kim,Nakyung Lee,16:30,17:15
Wednesday,12/17/25,16:30,17:15,45m,,,session,,11,Session 11,poster 1,Predictive Clock-Drift-Aware Wake-up Correction for Wireless Sensor Networks,Yeon-Woo Lee; Yeon-Ji Lee; Il-Gu Lee,Yeon-Woo Lee,16:30,17:15
